trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
968,True,"{'a': 0, 'e': 0}",25,0,-105.95919886832164,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
969,True,"{'a': 0, 'e': 0}",20,0,-131.77353877639516,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
970,True,"{'a': 0, 'e': 0}",30,0,-177.7146691337216,"{0: 14, 1: 6, 2: 7, 3: 1, 4: 2}",0
971,True,"{'a': 0, 'e': 0}",30,0,-111.3537959493622,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
972,True,"{'a': 0, 'e': 0}",20,0,-101.47897421163924,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
973,True,"{'a': 0, 'e': 0}",30,0,-268.3977823095523,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 5}",0
974,True,"{'a': 0, 'e': 0}",20,13,-75.84331639263382,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 2}",1
975,True,"{'a': 0, 'e': 0}",25,0,-68.38361250506756,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
976,True,"{'a': 0, 'e': 0}",20,0,-44.318673256678316,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
977,True,"{'a': 0, 'e': 0}",25,0,-127.59561532040807,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
978,True,"{'a': 0, 'e': 0}",35,0,-136.88319977062906,"{0: 21, 1: 8, 2: 4, 3: 0, 4: 2}",0
979,True,"{'a': 0, 'e': 0}",25,0,-95.50069339345235,"{0: 16, 1: 5, 2: 1, 3: 2, 4: 1}",0
980,True,"{'a': 0, 'e': 0}",30,0,-248.6486862671859,"{0: 16, 1: 3, 2: 5, 3: 2, 4: 4}",0
981,True,"{'a': 0, 'e': 0}",20,0,-65.74820657489111,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
982,True,"{'a': 0, 'e': 0}",20,4,-98.26665808843747,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 1}",1
983,True,"{'a': 0, 'e': 0}",25,0,-135.19949914014566,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
984,True,"{'a': 0, 'e': 0}",20,0,-101.9080282994513,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
985,True,"{'a': 0, 'e': 0}",20,0,-58.92860164199456,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
986,True,"{'a': 0, 'e': 0}",20,0,-104.08305436658272,"{0: 10, 1: 0, 2: 9, 3: 1, 4: 0}",0
987,True,"{'a': 0, 'e': 0}",20,0,-54.74318069698257,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
988,True,"{'a': 0, 'e': 0}",20,0,-66.24463895332356,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
989,True,"{'a': 0, 'e': 0}",20,5,-0.2511382516083942,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
990,True,"{'a': 0, 'e': 0}",20,0,-96.33096089738457,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
991,True,"{'a': 0, 'e': 0}",25,0,-144.8951736890915,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
992,True,"{'a': 0, 'e': 0}",20,0,-82.9873998275692,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
993,True,"{'a': 0, 'e': 0}",25,0,-210.66256991851048,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
994,True,"{'a': 0, 'e': 0}",20,6,-29.520337538397076,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
995,True,"{'a': 0, 'e': 0}",25,0,-68.83896920267205,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
996,True,"{'a': 0, 'e': 0}",35,0,-156.04626558557104,"{0: 22, 1: 4, 2: 6, 3: 1, 4: 2}",0
997,True,"{'a': 0, 'e': 0}",20,11,-8.12238516164729,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
998,True,"{'a': 0, 'e': 0}",25,2,-127.62023815216774,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 1}",1
999,True,"{'a': 0, 'e': 0}",20,0,-59.38822311516882,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1000,True,"{'a': 0, 'e': 0}",20,0,-100.05083881602093,"{0: 10, 1: 0, 2: 9, 3: 1, 4: 0}",0
1001,True,"{'a': 0, 'e': 0}",20,0,-182.36080034534987,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
1002,True,"{'a': 0, 'e': 0}",20,0,-135.50388578474244,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
1003,True,"{'a': 0, 'e': 0}",20,0,-143.63942465005962,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
1004,True,"{'a': 0, 'e': 0}",25,0,-121.34198608018485,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
1005,True,"{'a': 0, 'e': 0}",20,0,-160.9746926003419,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",1
1006,True,"{'a': 0, 'e': 0}",20,14,4.302035757264367,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1007,True,"{'a': 0, 'e': 0}",20,0,-44.735955636924245,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
1008,True,"{'a': 0, 'e': 0}",20,0,-135.45623474159083,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
1009,True,"{'a': 0, 'e': 0}",20,0,-119.32028682069654,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
1010,True,"{'a': 0, 'e': 0}",25,0,-71.95751741837293,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
1011,True,"{'a': 0, 'e': 0}",30,0,-159.33116284858104,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
1012,True,"{'a': 0, 'e': 0}",25,0,-69.97235347776626,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
1013,True,"{'a': 0, 'e': 0}",20,0,-137.24510621122505,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
1014,True,"{'a': 0, 'e': 0}",20,0,-116.60535627736097,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
1015,True,"{'a': 0, 'e': 0}",25,0,-168.59441995303845,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
1016,True,"{'a': 0, 'e': 0}",25,0,-86.06761903689858,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
1017,True,"{'a': 0, 'e': 0}",20,0,-97.42933413583914,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1018,True,"{'a': 0, 'e': 0}",20,0,-123.06810277518431,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
1019,True,"{'a': 0, 'e': 0}",20,0,-106.98880299016848,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
1020,True,"{'a': 0, 'e': 0}",20,0,-61.73823060797035,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1021,True,"{'a': 0, 'e': 0}",25,0,-209.3840619011235,"{0: 11, 1: 1, 2: 8, 3: 3, 4: 2}",0
1022,True,"{'a': 0, 'e': 0}",20,0,-73.05502362970411,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1023,True,"{'a': 0, 'e': 0}",20,0,-36.43483089643677,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
1024,True,"{'a': 0, 'e': 0}",35,0,-201.0616975968593,"{0: 20, 1: 5, 2: 6, 3: 1, 4: 3}",0
1025,True,"{'a': 0, 'e': 0}",25,0,-55.58940049936983,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
1026,True,"{'a': 0, 'e': 0}",35,21,-124.03522340714622,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 3}",1
1027,True,"{'a': 0, 'e': 0}",30,0,-212.8500921417717,"{0: 17, 1: 4, 2: 5, 3: 0, 4: 4}",0
1028,True,"{'a': 0, 'e': 0}",30,0,-120.64077593624695,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
1029,True,"{'a': 0, 'e': 0}",25,0,-226.1930882552711,"{0: 11, 1: 5, 2: 5, 3: 0, 4: 4}",0
1030,True,"{'a': 0, 'e': 0}",20,0,-150.3612693963441,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
1031,True,"{'a': 0, 'e': 0}",30,0,-180.8215881966381,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 4}",0
1032,True,"{'a': 0, 'e': 0}",20,0,-134.15397574482643,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
1033,True,"{'a': 0, 'e': 0}",20,1,-79.00028795225602,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
1034,True,"{'a': 0, 'e': 0}",35,0,-168.5436649437032,"{0: 24, 1: 1, 2: 7, 3: 0, 4: 3}",0
1035,True,"{'a': 0, 'e': 0}",20,0,-91.24373891074256,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1036,True,"{'a': 0, 'e': 0}",25,0,-59.73805019918128,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
1037,True,"{'a': 0, 'e': 0}",20,0,-88.78896447184941,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
1038,True,"{'a': 0, 'e': 0}",30,0,-154.54240086223052,"{0: 16, 1: 1, 2: 11, 3: 1, 4: 1}",0
1039,True,"{'a': 0, 'e': 0}",30,0,-239.1257973954685,"{0: 16, 1: 3, 2: 6, 3: 1, 4: 4}",0
1040,True,"{'a': 0, 'e': 0}",30,0,-126.32425761112202,"{0: 14, 1: 7, 2: 7, 3: 2, 4: 0}",0
1041,True,"{'a': 0, 'e': 0}",20,0,-144.5128389455964,"{0: 11, 1: 5, 2: 1, 3: 0, 4: 3}",0
1042,True,"{'a': 0, 'e': 0}",25,0,-109.91290962101003,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
1043,True,"{'a': 0, 'e': 0}",20,0,-133.20000554383068,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
1044,True,"{'a': 0, 'e': 0}",30,0,-273.67558176517844,"{0: 18, 1: 1, 2: 3, 3: 3, 4: 5}",0
1045,True,"{'a': 0, 'e': 0}",35,0,-150.63254791714996,"{0: 20, 1: 5, 2: 7, 3: 2, 4: 1}",0
1046,True,"{'a': 0, 'e': 0}",35,0,-293.1459516778816,"{0: 18, 1: 2, 2: 9, 3: 1, 4: 5}",0
1047,True,"{'a': 0, 'e': 0}",25,0,-166.07384109911752,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
1048,True,"{'a': 0, 'e': 0}",20,0,-118.1000579779417,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
1049,True,"{'a': 0, 'e': 0}",20,9,-36.58235774392467,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
1050,True,"{'a': 0, 'e': 0}",35,0,-256.37693288329154,"{0: 16, 1: 5, 2: 9, 3: 2, 4: 3}",0
1051,True,"{'a': 0, 'e': 0}",25,7,-153.04587643579018,"{0: 8, 1: 1, 2: 6, 3: 1, 4: 2}",1
1052,True,"{'a': 0, 'e': 0}",25,0,-169.33607637952,"{0: 11, 1: 7, 2: 4, 3: 1, 4: 2}",0
1053,True,"{'a': 0, 'e': 0}",25,0,-23.99533110355617,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
1054,True,"{'a': 0, 'e': 0}",20,0,-140.30830192229496,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
1055,True,"{'a': 0, 'e': 0}",20,0,-75.29510095889015,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
1056,True,"{'a': 0, 'e': 0}",25,0,-91.82452716531918,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
1057,True,"{'a': 0, 'e': 0}",20,0,-177.21674640200285,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
1058,True,"{'a': 0, 'e': 0}",25,0,-182.84086646881696,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
1059,True,"{'a': 0, 'e': 0}",35,0,-218.61177222056548,"{0: 21, 1: 4, 2: 6, 3: 0, 4: 4}",0
1060,True,"{'a': 0, 'e': 0}",30,0,-124.04325456217883,"{0: 19, 1: 5, 2: 4, 3: 0, 4: 2}",0
1061,True,"{'a': 0, 'e': 0}",30,0,-77.55609502775454,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
1062,True,"{'a': 0, 'e': 0}",25,6,-228.96739974748974,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 5}",1
1063,True,"{'a': 0, 'e': 0}",30,0,-110.48309914638708,"{0: 16, 1: 6, 2: 6, 3: 2, 4: 0}",0
1064,True,"{'a': 0, 'e': 0}",25,7,-94.89717385157165,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 1}",1
1065,True,"{'a': 0, 'e': 0}",25,0,-149.8936405713707,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
1066,True,"{'a': 0, 'e': 0}",20,0,-65.59268678686156,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
1067,True,"{'a': 0, 'e': 0}",20,0,-90.84244725517941,"{0: 13, 1: 5, 2: 0, 3: 0, 4: 2}",0
1068,True,"{'a': 0, 'e': 0}",20,0,-142.02402530687655,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
1069,True,"{'a': 0, 'e': 0}",20,1,-29.0958113338818,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
1070,True,"{'a': 0, 'e': 0}",25,0,-154.48030904046593,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
1071,True,"{'a': 0, 'e': 0}",25,0,-140.8582055989784,"{0: 11, 1: 7, 2: 4, 3: 2, 4: 1}",0
1072,True,"{'a': 0, 'e': 0}",30,14,-130.82792691751823,"{0: 6, 1: 4, 2: 4, 3: 0, 4: 2}",1
1073,True,"{'a': 0, 'e': 0}",35,0,-316.6425131696679,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 6}",0
1074,True,"{'a': 0, 'e': 0}",35,11,-209.31257739549767,"{0: 11, 1: 3, 2: 5, 3: 2, 4: 3}",1
1075,True,"{'a': 0, 'e': 0}",20,0,-101.19370522788888,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
1076,True,"{'a': 0, 'e': 0}",20,0,-99.2919571650994,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
1077,True,"{'a': 0, 'e': 0}",20,0,-111.55104406326734,"{0: 8, 1: 6, 2: 3, 3: 3, 4: 0}",0
1078,True,"{'a': 0, 'e': 0}",20,0,-166.30740891012505,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
1079,True,"{'a': 0, 'e': 0}",35,0,-120.21497403955688,"{0: 25, 1: 2, 2: 5, 3: 2, 4: 1}",0
1080,True,"{'a': 0, 'e': 0}",30,0,-105.67900153992387,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
1081,True,"{'a': 0, 'e': 0}",20,0,-103.68476504481498,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
1082,True,"{'a': 0, 'e': 0}",25,13,-54.57218857203338,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 1}",1
1083,True,"{'a': 0, 'e': 0}",20,0,-99.15106187994205,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
1084,True,"{'a': 0, 'e': 0}",30,0,-209.17425736109817,"{0: 14, 1: 5, 2: 8, 3: 0, 4: 3}",0
1085,True,"{'a': 0, 'e': 0}",20,0,-70.70009492737964,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
1086,True,"{'a': 0, 'e': 0}",30,0,-167.57851381932127,"{0: 15, 1: 4, 2: 8, 3: 2, 4: 1}",0
1087,True,"{'a': 0, 'e': 0}",25,0,-109.74796135730537,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
1088,True,"{'a': 0, 'e': 0}",20,0,-49.05761715888631,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1089,True,"{'a': 0, 'e': 0}",20,0,-96.84068548438437,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1090,True,"{'a': 0, 'e': 0}",30,0,-180.75148214528627,"{0: 17, 1: 3, 2: 5, 3: 3, 4: 2}",0
1091,True,"{'a': 0, 'e': 0}",25,0,-138.04987095485873,"{0: 15, 1: 3, 2: 2, 3: 4, 4: 1}",0
1092,True,"{'a': 0, 'e': 0}",25,0,-47.93068294318895,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
1093,True,"{'a': 0, 'e': 0}",20,0,-120.65547542807181,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1094,True,"{'a': 0, 'e': 0}",20,0,-112.57988141322475,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
1095,True,"{'a': 0, 'e': 0}",25,0,-38.29773771897192,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
1096,True,"{'a': 0, 'e': 0}",20,0,-147.38287090956186,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
1097,True,"{'a': 0, 'e': 0}",20,0,-37.680072241327856,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
1098,True,"{'a': 0, 'e': 0}",25,10,-94.930738732048,"{0: 7, 1: 2, 2: 4, 3: 1, 4: 1}",1
1099,True,"{'a': 0, 'e': 0}",25,0,-140.1251604000673,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
1100,True,"{'a': 0, 'e': 0}",25,0,-148.8010844381622,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
1101,True,"{'a': 0, 'e': 0}",20,0,-93.61392773290402,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
1102,True,"{'a': 0, 'e': 0}",25,0,-172.62305054866007,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
1103,True,"{'a': 0, 'e': 0}",25,0,-107.60344069513931,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
1104,True,"{'a': 0, 'e': 0}",20,0,-104.45709159242435,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
1105,True,"{'a': 0, 'e': 0}",20,0,-83.47413886354668,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1106,True,"{'a': 0, 'e': 0}",25,0,-179.858075789377,"{0: 13, 1: 5, 2: 3, 3: 1, 4: 3}",0
1107,True,"{'a': 0, 'e': 0}",20,0,-75.92188548550499,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1108,True,"{'a': 0, 'e': 0}",25,0,-183.2507861154426,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
1109,True,"{'a': 0, 'e': 0}",20,0,-32.680216260838606,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
1110,True,"{'a': 0, 'e': 0}",25,0,-137.2032784384279,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
1111,True,"{'a': 0, 'e': 0}",20,0,-97.46709961191482,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
1112,True,"{'a': 0, 'e': 0}",30,0,-153.6680154675622,"{0: 18, 1: 0, 2: 9, 3: 2, 4: 1}",0
1113,True,"{'a': 0, 'e': 0}",30,0,-252.3842660521958,"{0: 15, 1: 4, 2: 5, 3: 2, 4: 4}",0
1114,True,"{'a': 0, 'e': 0}",30,0,-217.0689259616894,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
1115,True,"{'a': 0, 'e': 0}",20,0,-64.53126733782878,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1116,True,"{'a': 0, 'e': 0}",25,0,-106.50008644655163,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
1117,True,"{'a': 0, 'e': 0}",30,0,-160.4552874952745,"{0: 15, 1: 6, 2: 5, 3: 3, 4: 1}",0
1118,True,"{'a': 0, 'e': 0}",20,0,-134.7691772616669,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
1119,True,"{'a': 0, 'e': 0}",30,5,-217.67060576187566,"{0: 11, 1: 4, 2: 5, 3: 2, 4: 3}",1
1120,True,"{'a': 0, 'e': 0}",20,0,-68.7423653428024,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
1121,True,"{'a': 0, 'e': 0}",25,0,-111.77373757968752,"{0: 13, 1: 3, 2: 7, 3: 2, 4: 0}",0
1122,True,"{'a': 0, 'e': 0}",20,0,-182.6310156258642,"{0: 10, 1: 4, 2: 1, 3: 2, 4: 3}",0
1123,True,"{'a': 0, 'e': 0}",30,0,-215.84115652891123,"{0: 17, 1: 1, 2: 7, 3: 2, 4: 3}",0
1124,True,"{'a': 0, 'e': 0}",25,7,-164.77393492142056,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 4}",1
1125,True,"{'a': 0, 'e': 0}",30,0,-165.43732262764507,"{0: 14, 1: 6, 2: 7, 3: 2, 4: 1}",0
1126,True,"{'a': 0, 'e': 0}",25,0,-159.63889740806653,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
1127,True,"{'a': 0, 'e': 0}",20,1,-74.49201181051983,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 0}",1
1128,True,"{'a': 0, 'e': 0}",25,0,-81.47503807108701,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
1129,True,"{'a': 0, 'e': 0}",20,0,-151.70897416894204,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
1130,True,"{'a': 0, 'e': 0}",20,0,-131.7742998188089,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
1131,True,"{'a': 0, 'e': 0}",20,0,-59.797330971632505,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1132,True,"{'a': 0, 'e': 0}",25,0,-147.2924081574309,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
1133,True,"{'a': 0, 'e': 0}",20,0,-100.91805653709837,"{0: 7, 1: 5, 2: 8, 3: 0, 4: 0}",0
1134,True,"{'a': 0, 'e': 0}",20,0,-92.27663467444201,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
1135,True,"{'a': 0, 'e': 0}",35,0,-197.91715052039166,"{0: 16, 1: 7, 2: 10, 3: 0, 4: 2}",0
1136,True,"{'a': 0, 'e': 0}",20,0,-127.68040441901947,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
1137,True,"{'a': 0, 'e': 0}",25,0,-103.52189279975475,"{0: 16, 1: 6, 2: 1, 3: 0, 4: 2}",0
1138,True,"{'a': 0, 'e': 0}",30,0,-266.6673831345706,"{0: 13, 1: 5, 2: 7, 3: 1, 4: 4}",0
1139,True,"{'a': 0, 'e': 0}",20,0,-41.52052036327553,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1140,True,"{'a': 0, 'e': 0}",20,0,-123.27580588434334,"{0: 7, 1: 3, 2: 9, 3: 1, 4: 0}",0
1141,True,"{'a': 0, 'e': 0}",25,0,-194.04770685592956,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
1142,True,"{'a': 0, 'e': 0}",20,0,-155.83171760382015,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
1143,True,"{'a': 0, 'e': 0}",25,0,-181.83280978307843,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
1144,True,"{'a': 0, 'e': 0}",35,0,-151.77326427226006,"{0: 20, 1: 6, 2: 6, 3: 2, 4: 1}",0
1145,True,"{'a': 0, 'e': 0}",20,0,-96.70726397292775,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
1146,True,"{'a': 0, 'e': 0}",30,0,-83.96392724628303,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
1147,True,"{'a': 0, 'e': 0}",30,0,-136.94405081078926,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
1148,True,"{'a': 0, 'e': 0}",30,0,-119.99591895336349,"{0: 21, 1: 2, 2: 3, 3: 3, 4: 1}",0
1149,True,"{'a': 0, 'e': 0}",20,0,-110.22390834300303,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
1150,True,"{'a': 0, 'e': 0}",20,13,-1.5481194577904125,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1151,True,"{'a': 0, 'e': 0}",30,0,-64.43222845707788,"{0: 22, 1: 5, 2: 1, 3: 1, 4: 1}",0
1152,True,"{'a': 0, 'e': 0}",25,0,-67.97452553349915,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
1153,True,"{'a': 0, 'e': 0}",25,0,-60.68101048032038,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
1154,True,"{'a': 0, 'e': 0}",30,0,-147.78359071629808,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
1155,True,"{'a': 0, 'e': 0}",30,0,-181.57875541851863,"{0: 12, 1: 7, 2: 8, 3: 2, 4: 1}",0
1156,True,"{'a': 0, 'e': 0}",25,0,-105.23026582204085,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
1157,True,"{'a': 0, 'e': 0}",20,0,-101.55492011920653,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
1158,True,"{'a': 0, 'e': 0}",25,0,-135.35594431542464,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
1159,True,"{'a': 0, 'e': 0}",25,0,-65.93546553719995,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
1160,True,"{'a': 0, 'e': 0}",20,0,-189.22025982774517,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
1161,True,"{'a': 0, 'e': 0}",35,0,-228.22532562123638,"{0: 15, 1: 5, 2: 12, 3: 1, 4: 2}",0
1162,True,"{'a': 0, 'e': 0}",25,0,-166.490632692742,"{0: 9, 1: 12, 2: 1, 3: 1, 4: 2}",0
1163,True,"{'a': 0, 'e': 0}",20,15,1.322294243201926,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1164,True,"{'a': 0, 'e': 0}",20,0,-64.05306218437475,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1165,True,"{'a': 0, 'e': 0}",30,0,-182.34705136804948,"{0: 16, 1: 5, 2: 5, 3: 2, 4: 2}",0
1166,True,"{'a': 0, 'e': 0}",30,0,-113.38427162971233,"{0: 16, 1: 9, 2: 3, 3: 1, 4: 1}",0
1167,True,"{'a': 0, 'e': 0}",20,0,-61.835455714071905,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1168,True,"{'a': 0, 'e': 0}",25,0,-120.11538603828309,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
1169,True,"{'a': 0, 'e': 0}",20,0,-66.28476132497198,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
1170,True,"{'a': 0, 'e': 0}",20,0,-112.20437374801283,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
1171,True,"{'a': 0, 'e': 0}",20,0,-95.59439210760334,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
1172,True,"{'a': 0, 'e': 0}",20,0,-55.39924949386844,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
